title,company,info
?????????????????,?????????????????,??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????ß≥????????????????????????????????????????1?????????2???????ßﬂ???3?????????4????????????????5?????????6??????19-30?????????????????1?????ß‹????????????????2???????????????????3???????????????????????????4?????????????????????5????????????????ß€???????????????????????1??????????2??????????????3???????????4??????èg??????5??????èg?????????????????????????ß’?????????????????????????????ú˝??1??ßﬂ????????ßﬂ+??????+????+??????????ßﬂ5000??8000.?????????1????????????ßﬂ8-15?????ßÿ???????????????????2?????ß€?????????????ßﬂ????????????????????????/?????3????????????ßﬂ????10??4????????????’«???????????5???????????????????????????????????????????????????????????¶À??????¶≤???????????¶≤????????????????ßﬂ?????¶≤???????????????***???????????????????????????????ß‹????????????????????????????????????????????????????????????????????????????‰–????????
???????????????,?????????????????,
?????/8k????????????????????,????????????????????,"????????????????????????????? ?????` )????????????????????????????c(?`_?`)?¶¬??????????????????????????ßﬁ????????o(??^??)o??????ß‹???????????????(*????< )???????????????????????(*/???*)?????????????????¶À?L?L?L?L(??'??'??)??¶À???1.??????????????????,???ßª???????????. ??????!2.???????????????????????.3.?????????? QQ ????????????!4.?????????????????,???????????? ,???????????/??????????!5.?????ß‘è«??????????,?????????????,????????????????!6.????????????????????? !7.?ßﬂ????????????8.?ß’?????¶±????¶Œ???????????????????????????????????????8??ß≥???????4?? ???????????1.??????????????????????????????????????????????????????????-ß≥?¯A-???¯A-????-????-???-?????????2.??ßﬂ+??????+???????????6000-9000??????????10000-15000??????????????ßﬂ?????7000???????ß€?????????ß€????????????????????ß’?????¶±????¶Œ??????????????????????????????????????????????????ßﬂ????????????¶≤?????????¶∂??????"
????????-?????,??????????????????,"1.????¶∑?????????????????????????????????????????????????????2.??????????????????ß≥?????????????????????????????????????3.?????????¶∑?????????????????????????????????????????????4.??¶∑????????®≤?????????????????????????????????????????5.??????????®¥?????ß÷????????????????????????????????ßπ?????ß⁄????????,???????ßπ?????????????????????????????????????????????? ????????????¶À???1??¶∑????????????????2??¶∑??????????????????????˛û???????????????????????3??????????????????????????????????ßµ?????????????????4?????????????????????????????????????????????5??¶∑????????????????????????????????????????????????????????????????????????????13???????????????ß€?????????????????????????????»…???????????????????ß≥??????????????????9??????????7.5ß≥????????????????ßﬂ??????????¶∂??????????????????????????????0755-61827368?835????ß≥??"
??®Æ????????,?????ß€????????ıÙ??????????,???????????????????????????®Æ???????????1????????ß÷?ßﬂ?????
????????/???????,?????ß‘????????????,1????????????????????????????2???????????????????????????????????????3??????????˝n????????—k????????????????????????????????????????????????????????????µµ??¶À???1??????????????????????????????????2??????5???????????????Ôî3??????????????ß’?????????????????????1???????????????????ß≥????????7.5ß≥???2?????????’«???????????3??????????°„?°§???1?????????????ß—???????°§????°§1????????????2????   ?????????????????????????A??????????????????????????°§?????***?????°§???????????????????????????????????1???????????????????????7.5ß≥???????2????????????????????????????3???? ??????????????’«??????????????????????????????????????????????????ßﬂ????????????????????4???? ???????????????????????????????????????????????ß⁄??????????????5???? ????????????????????????????????????????°§??6???????????ª_??????????????????????????????¶∂?????ß⁄?????ß÷???????????????????????????????????????????????????????????????????????????????ß—??????????????????
??????????,???????????????????,??????????1???????????????????????????????????????????????????2???????????????????????????????????????????????????????3??????????????????????????ßµ?4?????????????????????????????????ßø?????????????????????5????????????????????????????????????????6????????????????????????????????????????7????????????????????????????????????????????????????1??3??????????????2?????????????????????????????????????????1??????????ß’????????2??????????????????????3?????????????????????????:1????????????????????????2?????ßﬂ?????????????????
?????????? ????????,???????????????????,??????????????????????????????????????????????????????????????????????????ß⁄??????????????????????
??????????,????????????????????,?????????????????????????????????????????????????????????????????????????????????????????????????????????¶ƒ?????????????????????????????????????????????????????????????????????ß‡???????????????????????????????????????????????????????????????¶≈?????????????????????¶≈????????????????????????????????????????????????????????????????????????????????????????1????????????????????????????ßø??????????????2?????????????????????????????? ??????????????????3???????????????????????????????????????????4??????????????????????????????5???????????????ßµ???????????????6????????????°¬????????ß‡????????????????????????????1??????20-45????????????????ß€?????????/???????????/???????????????2??????????????????????ßﬂ?????????3????????????????????????¶ƒ??????????????????????????????4??????????¶À????????????????????5??????????????????????ßø????????????????????????6????????????????????????????????????????ß≥?ßﬂ???????1????????????????????????????????????????????????????????????2????????????????»…????9??30-12:00????14:00-18??00????????????????????????3????ßﬂ+???+????+?????????????????????????????????????????????????????????ß€????????????????????????????????????ß€????????????????????????????????????????????????????????¶∂?????????????????????ß“???????????????????????¶À????????????????????????????????????????????????????????????????????ßﬂ????????????¡Ö??????ßﬂ?????????????ßﬂ???????+?????¶À?????????????¶≤????????????????????????????????????¶»????????????ú¢???????????????????????????????????????????????????????????????????????úZ??????????????????????¶ ?????????????????????1???????????????????????????????ªu????¶À????????????ú˝????????????2??????¶À??????????????????????????????????????3???????????????????????????????????
????????????,?????????????????????????,?????????ß‘????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????ßø????????????????????????6???????ßﬂ????3??????????????????????????????????????????????????????????????????????1????????????????????????2???????????????????????????????3?????ßﬂ?????????????ß‘???????????4?????????????????????ßø??????5?????????????????????????????????????????¶À???1???????????2?????????????????????????¿F????3??????????????????4????ß€?????????????????????????????????????????1?????????????? -???????????????????????23???????????????????????????????????????????????2????ËÂ??????? -??????????¶Ã??????????????????????????????????¶√?????????????????????3???????????? - ????????+?????????+???? -??????????????????????????????????????ª_???????????????????????????¶±?KTV??????????????????????????? ??????????????????¶≈??????????¶√?????????????????? ??????????????????????+??????????+???????????????????? ??????????+?????ß÷????????+????????????????????????-???????-???????-??????????-???
???????????????????,???????????????????????,??¶À???1???????????®®???????????????????????ß≥?????????????ßﬁ???2???ßﬁ??????????????????????????????????3??????????????????????????????????????2000???????????????????????????????????4???????????????????????????????????????????¥¬??????????????????13545877218??
?¡Ä??????????/????,????????????????,?????????????????????30???????????????????????????????????????????????¶œ????????????????????????ß‘????????????????????ßﬂ??????  ?? ?? ?? ?????????????????????????????????????????????????????????????????????????????????1???ß·¡Ä???????????????????????????wish??lazada??shopee????????????Ôî2????????????????????????????????3??????????????????????????????????????????¡Ä????????????????????2???????????????????ßª??????1. ????¡Ä????????wish?????????lazada??shopee???????????????????????????????????????????????????2. ?????????????????????????????????????????3. ?????????????????????????????????????????????????4. ????????????????????????????????????????????????ß≥?1.???????????????≥Ü??????????????????????????????’«??????????????????????????????’«???????~2.??ßﬂ??????????????ßﬂ??????????????????ßﬂ???????????~3.?????????????????4.???????????ß›???????????????????????5. ?????????????????????????ß‹?????????????????????????????????????????®¿?????????®¿?????????????6. ?ª_?????????7. ßﬂ??????????¶≈?ßﬂ+?????????+?????+????+?????????????????.??????????????????????????????????????????????¶∆????????????????????????????ß¡??????¶À???????????????????????????????????????????????ß›???????????????ß÷??????????????????????????????????????????????????????????????????????????????????ß÷?????????????????????????????????
?????????????,?»À??????????????,1?????????????????®®?????????????????????????????????????????????2??????????????????®®????????????????3?????????????????ß€????????????????????????????????ßﬂ????????????ßﬂ??3000-3950??+?????????????) ???????????????????+????????+??????????????????????????????????????????????????????????????????????????????????????????????????????????????????ú˝????????9:00-18:00 ?????????????????????????°§???????ß€?????????????????????????1?????1806?????????????????????????????????????????
??????????,??????????????????,1???ß÷?????????????????Ôî2????????????????????????????????????3???????????????????????????????????????????????????????????????????4?????????????????????????????????ßø????????????????????5?????¶À???®®??????????????????????1????18-30???????????????2?????????????????????????????????????? ?®¢????????ßø????3??????????4????????????????????????????????????®¢?
????????/????????/????????,??????????????????,"???????????90????????????????????????????????????????????????????????????????????»…???????????????????????????????????????????????????????????????????????÷Œ???????????????????????®¥???????????????????????????¶À???1??????????????????????????????2???????????????????????????????, ???????????????????????ß≥????????3??????????????????????????????3???????????????????????????????????????????4????????????????????????????????????????????????????????????????5????????????????????ß‘???????????ßŸ?????????????1?????????????????????????????¡W????????ßﬂ????????????????2??????????????????ßø?????????????3??????????????"
?¡Ä???? ???????? ?????????,????????????????????,"????????Aliexpress????????????1?????????Aliexpress???????????????????????ßπ???????????????????????????????????.??2????????????,??????????????????????????????3????????????????????????????????????????????4????????????????, ????????????????????????????¶À???1????????????¶À???ÔÖ?????????????????????????2???ß‘???????????Listing?????Ôî3??????????????????????ß’????4???????????????ß’??????????????????????ù©????????????ßø????5???????????????????6??????????????????????????? ?????????????π¿??????1.??????5?????????????????2.??????1-2???????ßﬂ5000-10000????????????¸ü?????¶À??ßﬂ???ÔÖ?ß‡???????????????????????????+??ßﬂ??ßﬂ5000-20000???????????????????????????????????????????????.3.???????.4. ??????ª_??????????????????5. ???????????????????15???ßﬂ????"
??????????/??????????????/??®Æ????,???????????????????,
??????????,???????????????????????,??¶À???1???????????????????????2?????????????????????????????????????????????3??????????ßπ?????ß⁄????????????????????1???????ßﬂ??4500-5000+???+???????6000-7000??2?????ß‡???????ßﬂ????????????????????3????????????ßπ????????????????ßﬂ???????????4???????????¶À?????ß÷????????ßﬂ???????????????????5??????????????????????????¶≤????????????6???????????7?????????????????????????????????????????????9:00-12:00 ????14:00-18:00 ???????????????????????????????????????????¥¬?????????????????????
????????????-?????????,????????????????????,???????????1688?????????????????????????????????????????????????????????????????????????????????????¶À?????????????????3???????????¶À?????ÔÖ???????????????????????????????????????????????????????????????1.???????—k?????????????2.?ª_?????3.????????????4.?????ßﬂ+??????+????+???????????????????????????????????????????????????????????????????ß≥??Ì‡???????????ß‘????????????????????????????????????????????????ßŸ???????ß⁄????????????????????????????????????ß≥???????????????????????ßﬁ???????????????????????????2??1688??????ßﬂ??????????????????????????????????????????2??1688????????????????ß‹???????????????????????????????????????????????????????????
????????/????????,?»À???????????????????,???????????????????????????????????????????ùp????????????????????????????????????????????????????ßﬂ??????????????Óï?»À??????????????
??????????? (?¶À????99998),????????????????????,1??????????????®®?????????????????????????????????????????????2?????????????????????????????????????????????3?????????????????????????????????????????????????????????????????????????????????????????????????????????4. ???????????????????????????????????????????????????4???????????????????????????®¢?????????????5????????????????????????????????????????ßµ?6???????ó®????????????????????7. ????????????????????????????????????1??2???????????????????????????????????????????ÔÖ??????®®??????????????2???ßÿ????????????????ßÿ?????ß≥???Óî?????????????????????????????????????????3.???????????????????????????????????ßﬂ???????????????????4???????????????????????????????ßπ?????????????
???????????????,??????????????,1.  ??????????????????????????2.  ??????????????????????????????????3.  ???????????????????????????4.  ???????????????????????????1.  ???????2.  ??????????????????????????¶À???
????????????(?????¥¬??,???????????????????,???????1????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????2???????????????????3??????????????????????????????????1.?????????????????????????2.???????????????????????????????????????¶À???????????????3.?????????????????????????????????????????????????????4.???ß·?????????????????????????ÔÖ?????????????????????????ßﬂ????1????¶À???????????????????????????????????????2??ßﬂ???????ßﬂ/?????+??????+?????+????????3???????????????????????a . ???11?????????????????b . ?????????ß’?ßﬂ?????4????????????????????????????????90?????a . ?????????????b .??????????????????????????????c . ?????????????????¶≈??5???????????????????????????????????????ó®???????????????????????????????a . ??????????????????????????????????????????????????????HRß≥???020-28166841??13332816204????V??H28995996????????????????????????°§9????????®Æ?D??407°§?????????BRT?????????????50????????????23???? ??? ??????4???????C???????????http://www.xhcare.com
?????????¡Ä???????????,?»À???????®Æ??????,"1.?????????????????????????????????ß”???????????????????ó®???????????2.???????????????????????, ??????????????????????????????3.????????????????????????????????????????????????ÔÖ?????????????4.?????????????????????????????????????????ÔÖ***??????ß‘???????????????????????????????????????5.?¶Ã?????6???????????ß÷???????????1??????????40?????????????2???????????????®Æ???????????????ß⁄?????Óï3????2-3????????????????ÔÖ??????????????????4?????????4??????????1??ßﬂ?????ßﬂ??4000-6000+???????+???????+????????+?????????+????????3??????? ???????7000???????????2??????????????????????????????????????3??????????????????????????????????????9:00-????18:00????ß≥?????????:??????????°§52??"
???????? ??????????? ?????????,?????ß’???????????????,??¶À???1???????????/?????/wish/?????????????????????????????????????????????????????2?????????????????????Å£????????????????? ?????????????????????????????3????????????????????????ß‘??????Å£????????????????????4??????????????????????????°¬?????????????????????5?????ßø??????????????????????????ß‘??????????????????????????6???????????????????ßπ????????????????????????1???????????????20-26????????????®Æ?????2??????ß’??????????????????????????????3????????????????ß‹?????????????????????????ßﬂ??4???????????????????????????????????????????1. ????????+??????????????+???? + ??ßπ?????ßﬂ????????????????2. ????????????????????????????3. ??????????????????????????????????????????????????????????????ßﬁ???????????????????????????????????????????????¯A???????????????????3. ????¶œ??????????????????????????????????????????????????????4. ?????????????????????????????????????ßﬂ??????¶≤??????????????????????????????????Å·???˝w??????????????????????????????5. ??????????????????????????ßﬂ?????????????6. ????’«????????????’«???ßﬂ???????????????ß—????ßﬂ???????????????1???????????????????????????????ß€úZ?????????????????1??1?????????????????????????2????????????????????????????????????3????????????????????????????????¶À???
???????????????,?????????????????????????,??¶À???1?????????????????????????????????????2???????????????????????3??????????????????????????????????????:1?????????????????????? ??2?????????????????????????????1?????ßﬁ??????????????????20-29???????????2???°§???????????????????????3?????????????????????????????????????4???????????????????????????????????5?????????????????????????????????????????????1?????8ß≥???????????????????????????????????????2??????????????????????????’«?????????3??????????????????????????¶≤???????????
????????/??????/,????????????????????,1?????????????????2?????????????????ß‘????????????????3??????????????????????????????????????????????????????4???????????????????????????????????????????ßø??????????????????ËÂ??—ƒ????????????5???????????????????????????????????????????????????6???????????????????????????????????????????????????7????????????????????????˛ü??????1???????????????????????????????2??????????????????????????????????3?????????WORD\EXCEL\PPT????????
????????????????????????,????????®Æ????????,?¡Ä????Amazon?????????????????????¶À????1. ??????Amazon???????????????????????????????????????????????2. ??????????ß”??????¯Ñ??????????????????????????3.????ß‘????????????????????????????????????????????????????????????????????????????4. ???listing???????ó®????????FBA????????õ®?????????FBA??ùó?????5. ???????????Amazon??????????????????????6. ???????????????????????????1. ????????????????????????®Æ??/??®Æ???/ß≥???????????????????????????????????2. ??????????????????????????????????????????????????????????3. ??????ß‘??????????????????????????ß·??????????????????????????????????4. ???????????????????????????????????°¬?????????????????????5. ??????®π????Office?????6. ??????????????????????????????????????1.?????????????????????????????¶À????????????????????????3??4???????????280???2.???????????2?¶Ã?ßﬂ???????????????ßπ?????????????????????/?????????????????3.???????—s??????????????????/???????????????????????????4.??????????????’«?????ª_??????5.??????????????ßŸ????????(???????’«)?????????????????ßﬂ???????????6. ???????????????????????????????????????
????????,??????????????????,????????????12????????????????????????????????????ß‘?????????????????????????????????????????????????????????¶ƒ????????????????5000???????????????????ß€??????????????????????????????????????????????????????????????????????????????????????????????®Æ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????ßª???????
????????,?????????????????????????,"???????1?????????????????????????????????,?????????????????????ßø???????????????; ????????OFFICE????????????.2??????????????????????????????????????????????????????????????????????????????????ßµ????????3??????????ß€???????????????????????????????????????????????????????????????????????ÔÖ????????????4???????????????????????????ÔÖ???????????????®®?????®Æ??????????????????????????????????????????????????????Óï5. ???????????????????????????????????????????????????????????????????ßﬂ????????????????????1?????ßﬁ??????????????????????????????2??1??????????????????Ôî3???????????????????????????????????4???????????????????????????????????????????????????????????ßø??????5?????????????????????????????????????????????????????????1?????????2???????ß≥?????¶ƒ???3????????’«???"
????????/????????/????????,?????????????‰™??????????,?????Ôì????????????????????????????2011????????¶À?????????ß≥?2014???®¥??????????????????????????????????????«Í?????????????????2015???®¥??????????????????????????????????????«Í?????????(B2C)????????????????????????????????????????????????????????????????????????????????ß÷?????????????????????????????ßﬁº€?????????????????????????µµ?????????????????????????????????????????????ß‘???????????????/????/?????????ß÷???????????????????????????????????????????????????????????????????????®®???????????????????????????®®????????????????ß÷????????????????www.yanwen.com)??????????????ß≥???????????????????????????????????1.??????????????????2.?????ß‘??????????????????????3.?????ß‘??????????????????ß‘???4.??????????????????????????????????????¶À???1.????¶Ã??????????????????????????2.????¥¬?????????????????ß€?????????????????????????????????3.????????????????????????4???????????????ß€????????????????????????5.??????????ßﬂ??????Ôî???????????????????????????6.????????ß‘???????????????????????????????????????????????????????
??????????,??????¶≤????????????,
??®®???-??19??????????????????????????,??????ß≥??????????????,??¶À???????????????®®?????????????????????????????????????????????1??ßø?????????????????????ß”??????????????2??ßø?????????????????????????????????????????????3????????????ú˝????????????????????????????????4???????®®??????????5????????????????????????????????1???????????????????????????2?????????????????????????????®®???????????????????????????????????????3?????????????????????????????????????????????????????????????ßŸ???????4????????????????????????????????????????????ßø??????5?????????????¶À??????????????????????????????????????1?????????????????????????????????2??????°§???????????????????????3???????????????????????????????????????????4??????????????ßﬂ+??????5??????????????????›ì??????????6????â]??????nice??????¶∂???7?????????·È?????????????
??????????,?????????®Æ????????,1????????????????????????????—t2?????????????????????ß≥????????????¶Ã?????????????3???????????????¶¬???????4???????5???????????????????6???ß”?????®®???????????????????????¶À???1??????????®®?????????????????????????????????2?????Photoshop??Office??3???ßﬂ??????????????????????¶À??????1???????¶≈?ßﬂ+?¶À????+??????+?¥¬????+???????+???????ª_+??????+???????+?????+?????????+???????+??????¶≤???????????2????????ß÷??????????????????????????¶∂????????????????????????¶À??3????????????????ßﬂ???????4???ß”?????????·È?????????????—k?????????????????????¶≈??5?????????????????????WIFI??6???ß“??????????????????????????????????7???????????8???11??????????????????8??30-12??00??13??00-17??30?????????????ß—??????????????°§759????????14???????????????????????????????
???????????????,?????ßÿ?????????????,1?????????????????????????????????????????????????2??ßø????????????????????????3???????????????????????????????????????????????ó±4??????????????????????5???ß·??????????6????????????????????????7????????????????????8???????????????ß⁄??????¶»ß≥????????????????????1??2??????????????????2?????????????????????????????????????3???ßﬂ??????ßø??????????????????????????????????????????????4???ß‡??????????????????????4????ßø??????????????????????????????????????
??®Æ?? ?¡Ä???????? ????®Æ??,??????????????????????????¶…??,??¶À???1?????????????®Æ???????????ß”??????????????????2????????????????????????????3?????????????????????????????????ßµ?4??????????????????????????????????????????????????????????5??????????????????????????ßπ???????????????????6????????????????®Æ????????????????????????????????????????????7????????®¥???????????????????????????????8??????????????????????????????????ßø???????????????????????1???????????ß’?????????????????????????????????????ß’????????2??????????????????????????????????????????????3?????ßﬂ?????????????????????????ß‹???????????????????????????4???????®Æ???????????????????????????????????5????????????ó®?ß‹??????????????????????1??ßﬂ???????ßﬂ+???????+?????????????5K-15K????????????20K??????????????2?????????????????????????????????????????????????????3????????????????????????????ß’?????4????ßﬂ???????????????????’«????ßﬂ??????????1??????????????5???ßﬂ????5??????????????????????????????1??????????6????????????????????ß‡???K?·È????????????????????????7?????????????????????????????????????????????????????????????8?????????ßµ????????????¶≤???????????????????????????????????¶±?????????????????????????-???????-????????-???????-???????-???????-????????????????????-???????-?ßﬁ????-??????-???????-???????-??????-???????????????
***?????????????,??????????????????????,1. ??????????????????????????2. ?????????????????????25???????3. ??????????????????APP??4. ?????????????????????????????????????5. ???300?????????????????????????????????6. ?????????????????????????????????????????
???????????,???????????????????????????°§????????,"?????????????????????1.?????????????????????????????????????????2.????ßø???????????ú˝???????????????3. ????????????????????????ß‹???????????????????????????????????????????4.?????????????????????5.?????????????????????6.????????????????????7.???????????????????¶À???1?? ????????????????????????2?? ???????????3?? ???ß‹??????????????????????4?? ?????????????5??  ?????Excel, Word"
???????? ????? ??9??6 ??? (?¶À????1),??????,??????????????????????????????????????????????4000-6000???????+??????+??ßﬂ????????????????????????????????????????????????????????????????????????????????????¶≤?????????¥¬????/??????HR  ??ß≥??17601241815?????????/?????????? ?????¶À??¶À???????????¥¬?????????????????????????????????????¶À?????????????????????????????????????????????????9??00-18:00  ????????????????????????????????????????°§218???????????????????¶œ???????1?????3?????4?????8?????????1?????????????????????????????-????????500????-??????????????????????????ßﬂ?????????????-????????????????ß‘???????¶∂-????????????????????????-??????????????????????????????
???????????????,?»À???????????????????,????????????????????????????????????????????????????????????????????ßø???????????????????????????????????????????????????????????
??????????,?????ßÿ??????????????,"1??????????????®Æ??????????????????????????2?????????????????QQ?????????????ß€??????????3??????????????????ßﬁ?????????????????4???????????????????????????,??????????????????????????????????????????????1????????????????????????????????????????ÔÖ???????????????????????????????????????????2??????????????,????????????????????????3?????????????????????ßﬂ????????????????????????4??????????????????????????ßﬂ??????ÔÖ???????????"
????????/???????????????,????????®Æ????????,"???????Ì‡?????????????????ú˝???????ßµ?????????????????????????????????????????????????????????????????????ß‡???????ßﬂ?????????????????????ß≥?????????????????????????????????????????????????????????????????????????????????????????????????®Æ???????????????????????????¥¬???????????????ßﬂ+??????+????????¶À???1??????????????????????????????????????????????????????????????2??????????????????????????????????????????3??????????????????????4????????????????????????????????????????®∞???????????????????????????????????5????????????????????????????????????????????????????????????????????????????????????ß›???????????????????????????????????ßﬂ??????1????ßﬂ+?????+????2???????ßﬂ?????4??95????????????????????¶∂??5????????????????? ????????????????????8:30??12:00????????????ß≥?????13??30??18:00????????1??????24??????, ??????????????????????????????????????????ßﬂ??????????????2?????????????????????ß€????????3???????????????ßµ??????????????????????????4??????????ß›??????????????????????????5????????????????????????????????????????????????????????HR??????????¥¬??13168315527???????????????????????????????????????????212-213??????????????????????????????????????????????ß÷????????????"
????????????,??????????????????,1????????????ß€???????????????2???????????®Æ??????????????????????????3??????????????????????????????4???ß›???????????????????????????5?????????????????????????????¶À?????????????¥¬?????????????????????????????1??????????????2??2????????????????????ÔÖ???????????????????????3???????????????????????????????????????????????????ÔÖ???????????????????????4???????????????????????????????????????????????????????????????????bbs?????web2.0??????????????1??????=???ßﬂ+?????+?????????+?????????+????+??ßπ???????2?????ß€??????????????????¶≤?????????????????3??????????????????4??????ßﬂ+???????5?????????6??6??????????????????????
????????? ??????????  ?????,??????????????????????,"1??????????????????????????????????????????????????????????????2???????????????????????????????????????????????????????????????????????????3????????????????,???Review??????????????4?????????????????????????????????????????????????5???????????????????????ß⁄????????????????????????ß’??????????????????????Ôî??????1???????????????CET4???????????????®Æ???????????¡Ä???????????????2?????????????????????????????????ßﬂ???????????????????????3?????ß‘??????????????????????????????????????????????????????????????????????,??????????????????????????????????????????????????????1?????????????¡Ä???????????????????????®Æ??????????2?????????????????????????????1??1?????¶√?????????????????????????????????????????????????????????????????ß≥????????????????3????????????????????????ßﬁ?????????¯A????????????????¶Õ??????????4??ßﬂ?????????????ßﬂ??4K-5K??+??ßπ+?????????????ßﬂ3.5K-4K??????????ßﬂ??8K??????????2-5?¶Ã?ßﬂ?????????????ß⁄?????????5???????????????????????????6??????¶œ?????????????????????????????????????????????????7????????????????12??????ßº?????????????????¶≤??????????????????????????8??????????????????????????°„????ßﬂ?????????????????????????????9???????????????????ß€???????????????????????????????ÔÖ?????????????€F???????????????????Óî????????????????????????????????????????????????????????????????????????¶À?????????????????????¶À????????????????????????????????????????"
????????????+??ßﬂ???,???????????????????,"??¶À???1???????????????????,??????????????????????????????????????2???????????????????????????????????????????????3???????????????????????????????????????????? ??????????????????ßø???4?????????????????????????????ßø?????????????????¶À???1?????????????????????????ßﬂ????????2??????????????????????????????????????????3??????????????????????????????????????????4???????????????????5???????????????????????????????????????????ßﬂ???????????~~~?????????????????????????????????????????????????????????????? ????????????????????????? ???????? ??????????????????????? ???????????????????ß‘??????????????????????????ß“????????????????????????ª«3.7?????520???????????????????????????????????Party????????????????????????˛û????????????????ß’?ßﬂ?????????????????????????????????????????????????????????????????????????????????????????????°§9????????®Æ?D??407???????????BRT???????????50???//???????21???? ??? ??????4???????C???????????????????????????HR??ß≥???????????¥|??13332816204????????V?????H28995996?????????http://www.hddcare.com"
???????????/????,???????????????????¶…??,1???????????????????????5????????????????®®??????????????Ôî2?????????????????®®???????????????????????????ÔÖ??????????????3??????????ßø?????????4???ß·¡Ä??????????ÔÖ???????????????????????????5?????????????????????????????
???????? ???????/ebay,???????????????,??¶À???1??????ebay??amazon????????????2?????????????????3??????????????????????4??????????????5?????????????????˛ü?¶À???1?????????????????????ß’??????2?????????√Ï???????????????????????3????????????????????4????Ebay??wish?????????????????????5?????ß≥???????????ª«????????????????????????????????????????1??ßﬂ?????:????????+?ß‡????????????2????????????????????????????????????3???????????/?????????????/??????????????????4?????????????5???????¶≈?ßﬂ??6?????????????’«??????7???????ßﬂ??????8??????????????????9???????????????????10????????????????????????????ßº?????????????18019266077????***15000277019??????????????????????????????°§1588???????????????????1B303????°§???????8????????°§?????2????????????????10????
???????????????+??ß≥?????,????????????????,"??¶À???1??????????????????????2?????????ˆˆ???????????????????????????????????????????????3?????ß‹???????????????????????????????????????????????????????????????????????????????????????????????9:00-12:0014:00-18:0018:45-20:30 ???????????????ß≥???????????????ßŸ????????????é∆????°§10??4??3?301?????????0.8+ßø???????????????C???????????????¶À???1??????????????????ß€????????????????????ß‘???????????????????????????????????????????2??????????????????’«???????????????????????????ß‘???????????????????®¢?3??????????????????????????????ßŸ?????????????ß‘???????????????????????????????4???????????????????????????????®¥????????????????????????????????????????????????????????????????????????????????????????ß≥???????????????????????????????????????????????????????......??????????ßµ???????¶∂??????????®¿????????????????????????????????????¶À??????????¶À??????????????????¶À?????????????????????????????????????????ßﬂ???????????ßﬂ??+????+???+???????????????????????????????????????????????????1.?????????????????????2.??????????????????????????????????®Æ??????????3???????????party,????????????????????????????????????????????¶À???????????????????????????????????????ßﬂ??????????????????????????????????????????????????ß÷?????????????????????????????????ßﬁ??????????????????????????????????????????????????"
????ßµ????????????????  ???????? ???????,??????????????????,??????¶À???????????????????????????????????????????????????????????????1.?????????????ßﬁ??ÔÖ????????????????????????????ß’????????????2.??????????????????????????????????????????????????????3.???ßﬂ???????ß‡???????ßø??????4.??ß÷????????????????????????????????????????????ß‘??????????????ß’??????????????????????????????????????????ßﬁ??????????????????????ß÷???????????????5.????????????????????????????????????????????6.??????????????????????????????????????????????ª_?????????ßﬂ????????????????????????????????????????ßπ?????????????????????????????????°§21?? ???????????????ßµ?????????????33°§??9°§??20°§?? ??????????????????????????
??????????,?????????????????ßµ,??1????2????????????????????˜œ??®®?????????????????????2????ß⁄????????????????ÔÖ?????2???????????3???????????????/????/???????????????????4???????¶±???????????????????????????????????????????????????????????????????¶√?????
?????????/??®Æ????/????????,????®Æ????????JOINME TRADING LIMITED,??¶À???1.????????????????????????????ß’???????????????????????????????????2.???????????????????????????????????????3.????Amazon???????????????????listing??ó®??????????4.????????????????????????????????????ß≥???????????5. ????????????????????????????????????????????6.????????????ß‘??????????????????????????????????????????????????1. ???????????????ß‘??????????®Æ???????????????ß·¡Ä?????????????????????2. ????????????????????????ß’????????????????????????????????3. ???????????????????????????????????????????word/Excel???4. ??????????????????????????????????????????????????????????????5. ?????????Ebay?????????????????????¡Ä???????????????6. ??????????????????????????????????????????????????????????GET????<??????????????????????????***?????????>10. ??????????????????????????????????????????????????????????????????????11. ????????????????????????????????????????????????ıÙ??????????????????????????12. ??????¶∂????????????????????? ??????????????????¶∂??13. ???????¶≤?????????????????????????ß‘??????¶À???14. ?????????3?????????????????????????????????????????[???????????®¶??????ß≥????????????ß÷???????????????????????????????????????????]°§?????????1?????????????D????????150???????????????????????????°§?????ß⁄?°§????????¶Ã®¥??????????????????????2????????????°§?????????°§???????????
????????????????(B2B),????????????????????,???????
??????????????????????,???????????????,1??????????????????????????????ú˝???????ßµ?2?????????????????????????????????????????????????????????3. ????????????????????????????4??????????????????5?????????????????????????????????????????????1??3~5????????????ÔÖ3????????????????Ôî2?????????????????????3????????????????????????????????????4?????????????????????????????ßπ????????????????????
???????????????,???????????????,1?? ßø??????????????????ßŸ????????????????2?? ??????ß÷?????????????????3?? ?????????????????????????????????ÔÖ???????????4?? ?????????????????????????????????1?? ???????????????ß€???????Ôî2?? ???????????ßﬂ????????????????????????????????3?? ?????????????????????????????????4?? ???ßﬂ???????????????????????????????????????????????5?? ???????????????????ßø????????????9??00-12??00  13??30-18??30
???????????/??????????? (?¶À????01),?????????????ıÙ??????,
